cliente_sk,cliente_id,nombre_completo,edad,sexo,estado_civil,profesion,ingreso_mensual,ciudad,segmento_rfm,antiguedad_meses,fecha_registro,fecha_carga,prob_churn
2298,2298,Gracia Roman,65,F,Viudo,Contador,4192.11,Piura,Campeones,77,2020-01-25,2026-06-28 16:57:12.401188,0.06
2299,2299,Hortensia Espinosa,41,F,Divorciado,Economista,2671.17,Lima,Campeones,75,2020-03-26,2026-06-28 16:57:12.401188,0.81
2300,2300,Maura Tapia,26,F,Viudo,Empresario,733.74,Piura,Clientes Leales,15,2025-03-15,2026-06-28 16:57:12.401188,0.73
2301,2301,Victorino Garzón,69,M,Conviviente,Comerciante,3398.77,Lima,Clientes Leales,30,2023-12-05,2026-06-28 16:57:12.401188,0.11
2302,2302,Lilia Noriega,54,F,Conviviente,Enfermero,993.43,Arequipa,Clientes Leales,97,2018-05-12,2026-06-28 16:57:12.401188,0.14
2303,2303,Horacio Bárcena,54,M,Soltero,Economista,1436.0,Lima,Clientes Leales,16,2025-02-11,2026-06-28 16:57:12.401188,0.71
2304,2304,Clemente Barral,53,M,Conviviente,Médico,2100.9,Iquitos,Clientes Leales,30,2023-12-19,2026-06-28 16:57:12.401188,0.8
2305,2305,Sergio Salas,47,M,Soltero,Independiente,5987.33,Huancayo,,14,2025-04-17,2026-06-28 16:57:12.401188,0.91
2306,2306,Lidia Otero,45,F,Casado,Administrador,11683.71,Trujillo,Clientes Regulares,39,2023-03-23,2026-06-28 16:57:12.401188,0.07
2307,2307,Iris Cuéllar,22,F,Viudo,Arquitecto,2602.0,Chiclayo,Clientes Leales,14,2025-04-07,2026-06-28 16:57:12.401188,0.08
2308,2308,Blanca Guitart,73,F,Soltero,Economista,1619.84,Chiclayo,Clientes Leales,47,2022-07-03,2026-06-28 16:57:12.401188,0.16
2309,2309,Elisa Catalán,19,F,Viudo,Abogado,2491.66,Arequipa,Clientes Leales,71,2020-07-11,2026-06-28 16:57:12.401188,0.24
2310,2310,María José Mascaró,72,F,Conviviente,Enfermero,3079.72,Huancayo,Clientes Regulares,23,2024-07-21,2026-06-28 16:57:12.401188,0.05
2311,2311,Araceli Macías,60,F,Conviviente,Abogado,1491.59,Lima,Clientes Leales,24,2024-06-10,2026-06-28 16:57:12.401188,0.15
2312,2312,Antonia Lobato,67,F,Casado,Médico,5308.83,Lima,Clientes Regulares,74,2020-04-24,2026-06-28 16:57:12.401188,0.26
2313,2313,Joaquín Ayuso,52,M,Conviviente,Comerciante,2075.68,Lima,Clientes Regulares,96,2018-06-11,2026-06-28 16:57:12.401188,0.76
2314,2314,Jose Ignacio Gil,38,M,Casado,Docente,2437.3,Lima,En Riesgo,70,2020-07-31,2026-06-28 16:57:12.401188,0.6
2315,2315,Jose Carlos Ortega,45,M,Divorciado,Ingeniero,2696.08,Lima,Clientes Leales,70,2020-08-12,2026-06-28 16:57:12.401188,0.1
2316,2316,Mercedes Menéndez,74,F,Soltero,Enfermero,2328.44,Lima,Clientes Leales,85,2019-05-20,2026-06-28 16:57:12.401188,0.87
2317,2317,Marisol Carbonell,42,F,Viudo,Contador,2991.0,Lima,Clientes Regulares,41,2023-01-05,2026-06-28 16:57:12.401188,0.08
2318,2318,Angelino Iglesia,67,M,Soltero,Abogado,1248.44,Cusco,Clientes Leales,22,2024-08-14,2026-06-28 16:57:12.401188,0.14
2319,2319,Aníbal Bru,55,M,Casado,Médico,1293.39,Piura,Clientes Regulares,85,2019-05-14,2026-06-28 16:57:12.401188,0.05
2320,2320,Fabiana Simó,65,F,Viudo,Contador,934.4,Lima,Clientes Leales,53,2022-01-07,2026-06-28 16:57:12.401188,0.31
2321,2321,Beatriz Calatayud,23,F,Divorciado,Arquitecto,2353.6,Lima,Clientes Leales,53,2022-01-13,2026-06-28 16:57:12.401188,0.35
2322,2322,Leocadia Carrasco,46,F,Viudo,Empresario,2885.24,Lima,Clientes Regulares,100,2018-01-30,2026-06-28 16:57:12.401188,0.06
2323,2323,Silvio Córdoba,40,M,Viudo,Administrador,2379.54,Arequipa,Clientes Leales,60,2021-06-23,2026-06-28 16:57:12.401188,0.87
2324,2324,Bárbara Castro,32,F,Viudo,Ingeniero,4937.9,Arequipa,Clientes Leales,90,2018-12-12,2026-06-28 16:57:12.401188,0.29
2325,2325,Casemiro Ledesma,64,M,Casado,Contador,1801.98,Lima,Clientes Leales,58,2021-08-17,2026-06-28 16:57:12.401188,0.75
2326,2326,Juan Francisco Muro,53,M,Casado,Técnico,2700.64,Piura,Clientes Regulares,84,2019-06-09,2026-06-28 16:57:12.401188,0.49
2327,2327,Lucas Hoyos,66,M,Divorciado,Comerciante,939.15,Iquitos,Clientes Leales,93,2018-09-08,2026-06-28 16:57:12.401188,0.82
2328,2328,Pío Palomar,44,M,Casado,Arquitecto,1433.31,Lima,Clientes Regulares,45,2022-09-14,2026-06-28 16:57:12.401188,0.07
2329,2329,Tecla Arellano,65,F,Soltero,Independiente,2744.41,Lima,Clientes Regulares,77,2020-01-14,2026-06-28 16:57:12.401188,0.82
2330,2330,Adelaida Córdoba,19,F,Viudo,Administrador,3009.3,Trujillo,Clientes Leales,74,2020-04-15,2026-06-28 16:57:12.401188,0.84
2331,2331,Leyre Borja,71,F,Soltero,Independiente,1515.68,Lima,Clientes Regulares,18,2024-12-22,2026-06-28 16:57:12.401188,0.93
2332,2332,Vasco Cabeza,39,M,Casado,Empresario,1732.01,Lima,En Riesgo,38,2023-04-12,2026-06-28 16:57:12.401188,0.73
2333,2333,Kike Caro,52,M,Casado,Médico,727.25,Lima,Clientes Regulares,21,2024-09-17,2026-06-28 16:57:12.401188,0.1
2334,2334,Viviana Cervantes,40,F,Soltero,Médico,1459.4,Piura,En Riesgo,89,2019-01-13,2026-06-28 16:57:12.401188,0.05
2335,2335,Imelda Berenguer,47,F,Casado,Economista,3084.76,Huancayo,Clientes Leales,29,2024-01-08,2026-06-28 16:57:12.401188,0.09
2336,2336,Fortunata Leiva,18,F,Divorciado,Abogado,2553.25,Trujillo,Clientes Regulares,37,2023-05-05,2026-06-28 16:57:12.401188,0.13
2337,2337,Goyo Mas,60,M,Viudo,Enfermero,2441.58,Iquitos,En Riesgo,52,2022-02-06,2026-06-28 16:57:12.401188,0.02
2338,2338,Teo Pardo,30,M,Casado,Contador,1862.85,Huancayo,Clientes Leales,72,2020-06-17,2026-06-28 16:57:12.401188,0.17
2339,2339,Ainara Llobet,23,F,Divorciado,Economista,1815.72,Lima,Clientes Regulares,5,2026-01-16,2026-06-28 16:57:12.401188,0.08
2340,2340,Blas Herrera,33,M,Divorciado,Comerciante,1216.59,Piura,,68,2020-10-23,2026-06-28 16:57:12.401188,0.99
2341,2341,Magdalena Ramírez,60,F,Casado,Comerciante,2749.84,Chiclayo,Clientes Regulares,31,2023-10-31,2026-06-28 16:57:12.401188,0.97
2342,2342,Ramiro Cuéllar,41,M,Viudo,Administrador,2327.58,Lima,Clientes Regulares,82,2019-08-18,2026-06-28 16:57:12.401188,0.11
2343,2343,Gerardo Torrecilla,68,M,Casado,Administrador,2428.94,Lima,Campeones,77,2020-01-17,2026-06-28 16:57:12.401188,0.16
2344,2344,Lourdes Cantero,71,F,Divorciado,Ingeniero,1318.67,Iquitos,Clientes Regulares,80,2019-10-26,2026-06-28 16:57:12.401188,0.0
2345,2345,Albino Juárez,48,M,Conviviente,Empresario,500.0,Piura,Clientes Regulares,55,2021-11-09,2026-06-28 16:57:12.401188,0.09
2346,2346,Olivia Luís,31,F,Conviviente,Enfermero,3492.22,Lima,Campeones,18,2024-12-19,2026-06-28 16:57:12.401188,0.17
2347,2347,Victoria Fernandez,65,F,Divorciado,Abogado,1356.55,Arequipa,Campeones,13,2025-05-08,2026-06-28 16:57:12.401188,0.16
2348,2348,Ramona Sotelo,39,F,Soltero,Administrador,1077.43,Trujillo,Clientes Leales,28,2024-02-27,2026-06-28 16:57:12.401188,0.43
2349,2349,Ulises Gracia,66,M,Divorciado,Empresario,2741.03,Huancayo,Clientes Regulares,66,2020-12-12,2026-06-28 16:57:12.401188,0.05
2350,2350,Guiomar Bonet,19,M,Casado,Enfermero,1429.09,Lima,Clientes Regulares,84,2019-06-02,2026-06-28 16:57:12.401188,0.65
2351,2351,Melania Ferrández,25,F,Casado,Comerciante,3415.1,Arequipa,Clientes Regulares,5,2025-12-29,2026-06-28 16:57:12.401188,0.12
2352,2352,Mauricio Badía,46,M,Conviviente,Abogado,2618.1,Chiclayo,Clientes Leales,27,2024-03-16,2026-06-28 16:57:12.401188,0.05
2353,2353,Cristian Fuster,70,M,Casado,Independiente,2724.78,Lima,Clientes Regulares,75,2020-03-09,2026-06-28 16:57:12.401188,0.02
2354,2354,Ezequiel Fuente,30,M,Conviviente,Arquitecto,796.66,Cusco,Clientes Leales,31,2023-11-23,2026-06-28 16:57:12.401188,0.85
2355,2355,Ambrosio Hurtado,21,M,Conviviente,Abogado,3741.22,Trujillo,Campeones,53,2022-01-25,2026-06-28 16:57:12.401188,0.76
2356,2356,Luis Ángel Martínez,28,M,Conviviente,Contador,2114.87,Lima,Clientes Leales,10,2025-08-18,2026-06-28 16:57:12.401188,0.17
2357,2357,Jose Francisco Agudo,52,M,Divorciado,Ingeniero,1448.72,Chiclayo,Clientes Regulares,44,2022-10-03,2026-06-28 16:57:12.401188,0.06
2358,2358,Ani Mínguez,36,F,Viudo,Enfermero,1970.48,Trujillo,Clientes Regulares,31,2023-11-08,2026-06-28 16:57:12.401188,0.03
2359,2359,Fermín Vilanova,26,M,Divorciado,Técnico,622.82,Cusco,Clientes Leales,101,2018-01-02,2026-06-28 16:57:12.401188,0.51
2360,2360,Domingo Villalobos,60,M,Soltero,Independiente,2310.44,Chiclayo,Clientes Regulares,73,2020-05-05,2026-06-28 16:57:12.401188,0.64
2361,2361,Jose Piñol,26,M,Casado,Empresario,974.94,Lima,Clientes Leales,37,2023-05-24,2026-06-28 16:57:12.401188,0.23
2362,2362,Eutimio Solera,59,M,Casado,Comerciante,803.03,Lima,Clientes Regulares,49,2022-05-21,2026-06-28 16:57:12.401188,0.01
2363,2363,Renata Rosales,32,F,Soltero,Técnico,725.3,Iquitos,Clientes Regulares,82,2019-07-30,2026-06-28 16:57:12.401188,0.9
2364,2364,Evelia Viñas,61,F,Casado,Administrador,3524.92,Arequipa,Clientes Regulares,74,2020-04-23,2026-06-28 16:57:12.401188,0.12
2365,2365,Bernabé Acuña,66,M,Conviviente,Docente,1239.47,Cusco,Clientes Regulares,100,2018-02-14,2026-06-28 16:57:12.401188,0.03
2366,2366,Iris Rovira,24,F,Casado,Administrador,4537.98,Piura,Clientes Regulares,21,2024-09-17,2026-06-28 16:57:12.401188,0.07
2367,2367,Áurea Aguiló,37,F,Casado,Médico,1310.97,Trujillo,Clientes Regulares,29,2024-01-26,2026-06-28 16:57:12.401188,0.11
2368,2368,Aura Rovira,74,F,Divorciado,Médico,649.1,Huancayo,Clientes Leales,96,2018-06-17,2026-06-28 16:57:12.401188,0.14
2369,2369,Godofredo Olivé,47,M,Viudo,Independiente,925.27,Arequipa,Clientes Regulares,23,2024-07-24,2026-06-28 16:57:12.401188,0.02
2370,2370,Guillermo Amores,32,M,Conviviente,Economista,3795.18,Trujillo,Campeones,88,2019-02-27,2026-06-28 16:57:12.401188,0.76
2371,2371,Morena Olivé,33,F,Viudo,Ingeniero,1646.59,Huancayo,Clientes Regulares,35,2023-07-19,2026-06-28 16:57:12.401188,0.25
2372,2372,Amaya Sevillano,24,F,Divorciado,Administrador,1301.18,Cusco,Clientes Regulares,4,2026-02-13,2026-06-28 16:57:12.401188,0.12
2373,2373,Nidia Porta,39,F,Divorciado,Médico,1990.24,Lima,Clientes Leales,12,2025-06-24,2026-06-28 16:57:12.401188,0.39
2374,2374,Nereida Lozano,24,F,Casado,Economista,2443.21,Chiclayo,Clientes Regulares,69,2020-09-21,2026-06-28 16:57:12.401188,0.01
2375,2375,Dionisia Palma,60,F,Conviviente,Economista,3534.9,Iquitos,Clientes Regulares,87,2019-03-02,2026-06-28 16:57:12.401188,0.39
2376,2376,Marcia Lobo,42,F,Soltero,Economista,4311.75,Lima,Clientes Regulares,32,2023-10-27,2026-06-28 16:57:12.401188,0.01
2377,2377,Jose Carlos Cáceres,55,M,Soltero,Independiente,1457.01,Lima,Clientes Regulares,88,2019-02-08,2026-06-28 16:57:12.401188,0.3
2378,2378,Juliana Mármol,41,F,Viudo,Técnico,815.96,Lima,Clientes Regulares,11,2025-07-18,2026-06-28 16:57:12.401188,0.07
2379,2379,Candelaria Corbacho,40,F,Conviviente,Arquitecto,1410.81,Lima,Clientes Regulares,42,2022-12-09,2026-06-28 16:57:12.401188,0.03
2380,2380,Luz Canals,43,F,Soltero,Contador,2113.64,Iquitos,Clientes Regulares,1,2026-05-08,2026-06-28 16:57:12.401188,0.01
2381,2381,Irene Zorrilla,29,F,Soltero,Docente,1014.09,Chiclayo,Clientes Leales,17,2025-01-26,2026-06-28 16:57:12.401188,0.2
2382,2382,Carlota Alberto,68,F,Divorciado,Comerciante,1018.12,Huancayo,Clientes Regulares,3,2026-03-06,2026-06-28 16:57:12.401188,0.02
2383,2383,Rosa María Gargallo,40,F,Viudo,Independiente,2222.24,Lima,,68,2020-10-15,2026-06-28 16:57:12.401188,1.0
2384,2384,Chita Ruiz,38,F,Casado,Contador,1756.03,Cusco,Campeones,7,2025-11-03,2026-06-28 16:57:12.401188,0.12
2385,2385,Ruperta Serra,67,F,Viudo,Independiente,1843.97,Trujillo,Clientes Leales,14,2025-04-09,2026-06-28 16:57:12.401188,0.09
2386,2386,Anacleto Vergara,67,M,Divorciado,Comerciante,1147.0,Iquitos,Clientes Leales,34,2023-08-10,2026-06-28 16:57:12.401188,0.16
2387,2387,Mariana Santana,52,F,Soltero,Técnico,1574.6,Lima,En Riesgo,59,2021-07-20,2026-06-28 16:57:12.401188,0.64
2388,2388,Reyna Lorenzo,58,F,Casado,Independiente,1038.42,Chiclayo,Clientes Leales,59,2021-07-05,2026-06-28 16:57:12.401188,0.22
2389,2389,Teresita Villegas,30,F,Divorciado,Comerciante,3084.42,Piura,Campeones,6,2025-12-07,2026-06-28 16:57:12.401188,0.17
2390,2390,Juan Bautista Cerdá,75,M,Divorciado,Ingeniero,3364.89,Lima,Campeones,80,2019-10-15,2026-06-28 16:57:12.401188,0.48
2391,2391,Emperatriz Marcos,30,F,Conviviente,Arquitecto,597.22,Lima,,60,2021-06-25,2026-06-28 16:57:12.401188,0.98
2392,2392,Leonardo Pavón,43,M,Casado,Médico,1035.14,Lima,Clientes Regulares,8,2025-10-20,2026-06-28 16:57:12.401188,0.06
2393,2393,Irene Hoz,63,F,Divorciado,Abogado,736.63,Trujillo,Clientes Leales,12,2025-06-09,2026-06-28 16:57:12.401188,0.78
2394,2394,Armando Pera,52,M,Viudo,Médico,1224.13,Arequipa,Clientes Regulares,48,2022-06-14,2026-06-28 16:57:12.401188,0.1
2395,2395,Ester Lamas,57,F,Casado,Enfermero,1719.76,Lima,Clientes Leales,90,2018-12-03,2026-06-28 16:57:12.401188,0.06
2396,2396,Adora Sarmiento,33,F,Soltero,Enfermero,757.64,Lima,En Riesgo,81,2019-09-27,2026-06-28 16:57:12.401188,0.86
2397,2397,Erasmo Perea,71,M,Casado,Enfermero,1039.9,Huancayo,Clientes Leales,72,2020-06-15,2026-06-28 16:57:12.401188,0.12
2398,2398,Damián Salazar,69,M,Divorciado,Contador,989.92,Lima,Campeones,82,2019-08-19,2026-06-28 16:57:12.401188,0.54
2399,2399,Estela Escolano,72,F,Viudo,Arquitecto,2047.47,Cusco,Clientes Regulares,36,2023-06-03,2026-06-28 16:57:12.401188,0.72
2400,2400,Chema Fernández,54,M,Conviviente,Economista,1884.86,Chiclayo,Campeones,46,2022-08-16,2026-06-28 16:57:12.401188,0.07
2401,2401,Florentina Salgado,58,F,Divorciado,Independiente,1172.58,Arequipa,Campeones,49,2022-05-05,2026-06-28 16:57:12.401188,0.17
2402,2402,Ciro Sedano,45,M,Divorciado,Arquitecto,2010.41,Trujillo,En Riesgo,52,2022-02-02,2026-06-28 16:57:12.401188,0.15
2403,2403,Alba Cifuentes,22,F,Casado,Independiente,1302.44,Cusco,En Riesgo,83,2019-07-05,2026-06-28 16:57:12.401188,0.07
2404,2404,Marita Ordóñez,55,F,Conviviente,Comerciante,1536.11,Lima,Clientes Leales,88,2019-01-31,2026-06-28 16:57:12.401188,0.18
2405,2405,Emperatriz Plana,69,F,Conviviente,Contador,4934.82,Piura,En Riesgo,71,2020-07-22,2026-06-28 16:57:12.401188,0.09
2406,2406,Dolores Cortes,35,F,Conviviente,Enfermero,4041.12,Piura,Campeones,94,2018-08-06,2026-06-28 16:57:12.401188,0.8
2407,2407,Nico Barceló,55,M,Soltero,Arquitecto,829.03,Piura,Clientes Regulares,93,2018-09-22,2026-06-28 16:57:12.401188,0.17
2408,2408,Ofelia Bernat,53,F,Viudo,Técnico,2974.52,Lima,Campeones,94,2018-08-24,2026-06-28 16:57:12.401188,0.22
2409,2409,Hipólito Lozano,22,M,Divorciado,Economista,2941.98,Arequipa,Clientes Regulares,54,2021-12-22,2026-06-28 16:57:12.401188,0.69
2410,2410,Ana Asenjo,74,F,Viudo,Técnico,907.82,Lima,Clientes Regulares,5,2026-01-01,2026-06-28 16:57:12.401188,0.06
2411,2411,Julie Daza,43,F,Divorciado,Arquitecto,2955.04,Huancayo,Clientes Leales,12,2025-06-03,2026-06-28 16:57:12.401188,0.41
2412,2412,Petrona Bustamante,37,F,Casado,Independiente,4549.44,Cusco,Clientes Leales,70,2020-08-10,2026-06-28 16:57:12.401188,0.33
2413,2413,Rolando Sanz,61,M,Conviviente,Ingeniero,921.93,Trujillo,Clientes Regulares,59,2021-07-12,2026-06-28 16:57:12.401188,0.12
2414,2414,Demetrio Elías,55,M,Conviviente,Empresario,1042.63,Lima,Clientes Regulares,92,2018-10-18,2026-06-28 16:57:12.401188,0.07
2415,2415,Buenaventura Mate,64,M,Casado,Ingeniero,3329.56,Huancayo,En Riesgo,68,2020-10-16,2026-06-28 16:57:12.401188,0.09
2416,2416,Ibán Quintanilla,49,M,Soltero,Empresario,2127.91,Iquitos,Clientes Regulares,57,2021-09-21,2026-06-28 16:57:12.401188,0.77
2417,2417,Natividad Gracia,62,F,Viudo,Técnico,2517.16,Piura,Clientes Regulares,49,2022-05-06,2026-06-28 16:57:12.401188,0.06
2418,2418,Juan Antonio Sotelo,26,M,Divorciado,Comerciante,2217.98,Lima,Clientes Regulares,77,2020-01-20,2026-06-28 16:57:12.401188,0.09
2419,2419,Lupe Abril,63,F,Soltero,Abogado,2285.68,Arequipa,Clientes Leales,67,2020-10-29,2026-06-28 16:57:12.401188,0.08
2420,2420,Alba Perea,43,F,Soltero,Comerciante,815.76,Piura,Clientes Regulares,71,2020-07-17,2026-06-28 16:57:12.401188,0.05
2421,2421,Samanta Marcos,66,F,Soltero,Economista,3389.34,Lima,Clientes Regulares,31,2023-11-16,2026-06-28 16:57:12.401188,0.03
2422,2422,Rosario Godoy,53,F,Soltero,Abogado,3647.34,Lima,Clientes Regulares,10,2025-08-28,2026-06-28 16:57:12.401188,0.04
2423,2423,Felisa Pinto,50,F,Viudo,Docente,1575.56,Lima,Clientes Regulares,101,2018-01-20,2026-06-28 16:57:12.401188,0.71
2424,2424,Sandra Márquez,69,F,Soltero,Abogado,1761.49,Lima,Clientes Leales,26,2024-04-26,2026-06-28 16:57:12.401188,0.13
2425,2425,Fulgencio Vázquez,58,M,Conviviente,Contador,721.5,Trujillo,,34,2023-08-03,2026-06-28 16:57:12.401188,0.33
2426,2426,Rosalva Alvarado,24,F,Conviviente,Abogado,2461.57,Piura,Clientes Regulares,81,2019-09-26,2026-06-28 16:57:12.401188,0.1
2427,2427,Pastor Pellicer,63,M,Viudo,Ingeniero,2548.43,Iquitos,Clientes Regulares,33,2023-09-10,2026-06-28 16:57:12.401188,0.01
2428,2428,Lourdes Alcalá,20,F,Divorciado,Médico,1741.82,Trujillo,Clientes Regulares,85,2019-05-08,2026-06-28 16:57:12.401188,0.18
2429,2429,Cipriano Trujillo,61,M,Soltero,Enfermero,3549.68,Lima,Clientes Regulares,22,2024-08-14,2026-06-28 16:57:12.401188,0.11
2430,2430,Vanesa Catalá,56,F,Viudo,Administrador,1479.64,Cusco,Campeones,19,2024-11-16,2026-06-28 16:57:12.401188,0.52
2431,2431,Aurelio Puerta,71,M,Conviviente,Médico,2537.07,Trujillo,Clientes Regulares,41,2023-01-09,2026-06-28 16:57:12.401188,0.7
2432,2432,Cristian Vallejo,33,M,Viudo,Contador,980.64,Chiclayo,Clientes Leales,82,2019-08-03,2026-06-28 16:57:12.401188,0.13
2433,2433,Jordana Tudela,20,F,Conviviente,Médico,1782.67,Cusco,Clientes Regulares,93,2018-08-29,2026-06-28 16:57:12.401188,0.66
2434,2434,Rosa Tomé,23,F,Conviviente,Economista,1628.46,Iquitos,Clientes Regulares,13,2025-05-06,2026-06-28 16:57:12.401188,0.25
2435,2435,Abigaíl Arévalo,62,F,Conviviente,Administrador,2069.75,Lima,Campeones,31,2023-11-07,2026-06-28 16:57:12.401188,0.42
2436,2436,Esmeralda Rivero,36,F,Casado,Docente,1448.5,Huancayo,Clientes Leales,83,2019-07-09,2026-06-28 16:57:12.401188,0.09
2437,2437,Julia Álvaro,45,F,Soltero,Enfermero,1670.9,Lima,Clientes Regulares,43,2022-11-18,2026-06-28 16:57:12.401188,0.67
2438,2438,Eloísa Fuentes,49,F,Conviviente,Empresario,2967.95,Arequipa,Clientes Leales,58,2021-08-09,2026-06-28 16:57:12.401188,0.34
2439,2439,Anastasio Bárcena,49,M,Conviviente,Ingeniero,1391.23,Lima,Campeones,9,2025-09-02,2026-06-28 16:57:12.401188,0.69
2440,2440,Juan Carlos Lloret,23,M,Divorciado,Técnico,689.56,Lima,Clientes Regulares,22,2024-08-03,2026-06-28 16:57:12.401188,0.3
2441,2441,Gloria Granados,52,F,Viudo,Contador,5165.46,Trujillo,Clientes Leales,95,2018-07-13,2026-06-28 16:57:12.401188,0.66
2442,2442,Yaiza Landa,52,F,Conviviente,Arquitecto,4141.74,Lima,Clientes Regulares,9,2025-09-03,2026-06-28 16:57:12.401188,0.09
2443,2443,Dan Company,50,M,Casado,Médico,832.67,Piura,Clientes Regulares,10,2025-08-21,2026-06-28 16:57:12.401188,0.06
2444,2444,Elisabet Carbonell,29,F,Soltero,Técnico,2734.83,Lima,Clientes Regulares,6,2025-12-28,2026-06-28 16:57:12.401188,0.22
2445,2445,Hernán Amor,49,M,Soltero,Empresario,1337.04,Lima,Clientes Regulares,25,2024-05-28,2026-06-28 16:57:12.401188,0.04
2446,2446,Macarena Pujadas,75,F,Soltero,Contador,2117.71,Huancayo,Clientes Leales,86,2019-04-22,2026-06-28 16:57:12.401188,0.14
2447,2447,Almudena Ferrera,70,F,Casado,Comerciante,2157.13,Chiclayo,Clientes Leales,78,2019-12-27,2026-06-28 16:57:12.401188,0.14
2448,2448,Rafael Peiró,20,M,Conviviente,Administrador,1570.82,Arequipa,En Riesgo,82,2019-08-04,2026-06-28 16:57:12.401188,0.17
2449,2449,Selena Rey,74,F,Casado,Administrador,1129.74,Arequipa,Clientes Leales,10,2025-08-18,2026-06-28 16:57:12.401188,0.39
2450,2450,Felisa Gómez,44,F,Viudo,Empresario,1194.73,Arequipa,,100,2018-02-11,2026-06-28 16:57:12.401188,0.96
2451,2451,Graciana Gallardo,71,F,Conviviente,Ingeniero,1043.45,Huancayo,Campeones,36,2023-06-23,2026-06-28 16:57:12.401188,0.51
2452,2452,Macaria Parejo,62,F,Casado,Administrador,1097.63,Lima,Clientes Regulares,96,2018-06-21,2026-06-28 16:57:12.401188,0.03
2453,2453,Cristian Fabra,22,M,Casado,Independiente,1736.61,Piura,Clientes Leales,86,2019-04-14,2026-06-28 16:57:12.401188,0.53
2454,2454,Rosa Casado,22,F,Casado,Técnico,1176.79,Arequipa,Clientes Regulares,29,2024-01-09,2026-06-28 16:57:12.401188,0.6
2455,2455,Modesta Baños,61,F,Conviviente,Docente,2722.3,Arequipa,Clientes Leales,48,2022-06-20,2026-06-28 16:57:12.401188,0.09
2456,2456,Clemente Herranz,72,M,Soltero,Empresario,4413.17,Lima,Campeones,66,2020-12-07,2026-06-28 16:57:12.401188,0.76
2457,2457,Custodio Rey,23,M,Casado,Arquitecto,1276.62,Lima,Clientes Leales,34,2023-08-02,2026-06-28 16:57:12.401188,0.9
2458,2458,Leopoldo Montes,48,M,Casado,Ingeniero,2087.33,Chiclayo,Clientes Regulares,87,2019-03-24,2026-06-28 16:57:12.401188,0.68
2459,2459,Roldán Santamaria,29,M,Casado,Empresario,2440.14,Iquitos,Campeones,8,2025-10-12,2026-06-28 16:57:12.401188,0.06
2460,2460,Teobaldo Torrens,41,M,Viudo,Economista,2399.95,Lima,Clientes Regulares,2,2026-04-13,2026-06-28 16:57:12.401188,0.06
2461,2461,Quique Carnero,60,M,Divorciado,Ingeniero,1892.35,Iquitos,Clientes Regulares,76,2020-02-14,2026-06-28 16:57:12.401188,0.16
2462,2462,Ágata Porta,18,F,Casado,Comerciante,2823.15,Piura,Clientes Regulares,55,2021-10-30,2026-06-28 16:57:12.401188,0.12
2463,2463,Flora Salinas,30,F,Viudo,Abogado,2414.75,Arequipa,Campeones,94,2018-08-20,2026-06-28 16:57:12.401188,0.09
2464,2464,Alfredo Páez,50,M,Casado,Comerciante,860.4,Huancayo,Clientes Regulares,71,2020-07-11,2026-06-28 16:57:12.401188,0.11
2465,2465,Sabina Gallardo,64,F,Soltero,Contador,3045.72,Iquitos,En Riesgo,98,2018-04-14,2026-06-28 16:57:12.401188,0.15
2466,2466,Tomás Beltran,51,M,Casado,Arquitecto,3079.04,Trujillo,Campeones,26,2024-03-30,2026-06-28 16:57:12.401188,0.69
2467,2467,Sandalio Sevilla,21,M,Viudo,Arquitecto,1143.71,Cusco,Campeones,9,2025-09-05,2026-06-28 16:57:12.401188,0.27
2468,2468,Duilio Ojeda,19,M,Divorciado,Comerciante,1849.67,Lima,Campeones,4,2026-01-30,2026-06-28 16:57:12.401188,0.11
2469,2469,Asdrubal Ropero,27,M,Soltero,Empresario,2724.38,Lima,Clientes Regulares,9,2025-09-03,2026-06-28 16:57:12.401188,0.14
2470,2470,Blas Benitez,54,M,Casado,Independiente,1594.65,Huancayo,Clientes Regulares,49,2022-05-07,2026-06-28 16:57:12.401188,0.02
2471,2471,Loreto Izquierdo,20,M,Soltero,Administrador,3441.93,Piura,Clientes Leales,28,2024-02-13,2026-06-28 16:57:12.401188,0.88
2472,2472,Ester Barrena,54,F,Conviviente,Empresario,7467.56,Piura,Clientes Regulares,49,2022-05-01,2026-06-28 16:57:12.401188,0.04
2473,2473,Nadia Novoa,65,F,Conviviente,Docente,1128.23,Trujillo,Clientes Leales,9,2025-08-29,2026-06-28 16:57:12.401188,0.3
2474,2474,Segismundo Acuña,58,M,Viudo,Arquitecto,789.48,Trujillo,Campeones,37,2023-05-17,2026-06-28 16:57:12.401188,0.85
2475,2475,Tito Zabala,32,M,Viudo,Docente,2169.58,Lima,Clientes Leales,63,2021-03-20,2026-06-28 16:57:12.401188,0.8
2476,2476,Adriana Benet,41,F,Casado,Ingeniero,2787.6,Piura,Clientes Regulares,43,2022-11-04,2026-06-28 16:57:12.401188,0.09
2477,2477,Rafa Hervás,44,M,Viudo,Abogado,1574.16,Huancayo,Campeones,29,2024-01-27,2026-06-28 16:57:12.401188,0.24
2478,2478,Isabel Rosselló,40,F,Viudo,Enfermero,4324.09,Piura,Clientes Regulares,47,2022-07-21,2026-06-28 16:57:12.401188,0.02
2479,2479,Hortensia Pujol,46,F,Divorciado,Comerciante,809.84,Huancayo,Clientes Leales,39,2023-03-14,2026-06-28 16:57:12.401188,0.29
